Customer_ID,Product_ID,Purchase_Frequency,Average_Order_Value,Most_Frequent_Category,Region,,,,,,
CUST_EZIOC3,PROD_1YAGZS,14,177.26,Home,Europe,,,,,,
CUST_IK5WKL,PROD_ICKDWP,2,60.91,Electronics,South America,,,,,,
CUST_L5DD86,PROD_0IVPSR,19,138.76,Sports,Europe,,,,,,
CUST_AU7Y96,PROD_F3E6U9,5,50.19,Electronics,North America,,,,,,
CUST_M9V0KV,PROD_AI26UD,6,107.71,Home,South America,,,,,,
CUST_4Z58G0,PROD_VLWP71,10,43.51,Sports,Asia,,,,,,
CUST_VYKIAR,PROD_FVH8WD,17,147.05,Clothing,Asia,,,,,,
CUST_M60T9B,PROD_KOQXP1,18,158.09,Home,Asia,,,,,,
CUST_IUUSV0,PROD_GWLCNT,5,56.16,Sports,South America,,,,,,
CUST_65QEFH,PROD_DX17V7,18,75.01,Home,South America,,,,,,
CUST_L5K0R1,PROD_VJ2NYC,18,106.49,Electronics,South America,,,,,,
CUST_8EHNS3,PROD_6GIZLU,19,195.9,Sports,Asia,,,,,,
CUST_NFR2FQ,PROD_4DO3FW,8,199.66,Sports,Europe,,,,,,
CUST_B8XRQP,PROD_T52JRA,12,65.69,Electronics,North America,,,,,,
CUST_WN6AZQ,PROD_E5ZNZP,11,82.24,Clothing,North America,,,,,,
CUST_78Q3VH,PROD_30QV3M,6,168.98,Sports,Asia,,,,,,
CUST_0Q6KLN,PROD_XUTI9O,3,75.35,Sports,North America,,,,,,
CUST_2MBGUZ,PROD_4LP44M,12,111.57,Home,Asia,,,,,,
CUST_0GCYMR,PROD_RJFEHT,15,94.7,Sports,South America,,,,,,
CUST_2M90XB,PROD_N1790S,19,60.48,Clothing,South America,,,,,,
CUST_RFTN82,PROD_O07N4W,18,26.11,Home,North America,,,,,,
CUST_M7SO6T,PROD_M8VFUE,16,109.45,Sports,Asia,,,,,,
CUST_78ZDJS,PROD_4OIDJD,2,170.39,Clothing,Asia,,,,,,
CUST_ZIWOUB,PROD_VHDS16,1,95.88,Electronics,South America,,,,,,
CUST_H0CFOP,PROD_VR64MB,18,67.7,Clothing,Asia,,,,,,
CUST_NOOTW1,PROD_N5EEVP,12,109.88,Sports,Europe,,,,,,
CUST_H78OK0,PROD_0CR69E,18,54.67,Sports,Europe,,,,,,
CUST_QKY6GN,PROD_DO4GOS,18,192.54,Clothing,Europe,,,,,,
CUST_NCE8QH,PROD_TD42U9,8,172.58,Clothing,Europe,,,,,,
CUST_2IN8TZ,PROD_NNT1MK,6,63.99,Clothing,South America,,,,,,
CUST_90Q01P,PROD_AYCBRZ,15,25.45,Home,North America,,,,,,
CUST_F0FNOK,PROD_U5ZJ21,13,141.14,Clothing,Asia,,,,,,
CUST_LOL2H4,PROD_DKGSCM,5,107.65,Clothing,South America,,,,,,
CUST_9XINOJ,PROD_V8NPNA,18,182.44,Clothing,Europe,,,,,,
CUST_OBJVTT,PROD_VOVCYG,8,38.32,Sports,South America,,,,,,
CUST_EJPQ7G,PROD_C1OK28,4,22.37,Clothing,North America,,,,,,
CUST_G04VGE,PROD_2L92V8,18,24.64,Sports,Europe,,,,,,
CUST_EG68YX,PROD_T22OAW,17,127.09,Sports,Europe,,,,,,
CUST_354TO3,PROD_NLW591,7,114.57,Electronics,Europe,,,,,,
CUST_767DOK,PROD_USN9TY,15,178.35,Clothing,Europe,,,,,,
CUST_74UXHR,PROD_05T889,2,141.2,Clothing,Asia,,,,,,
CUST_IO6PV7,PROD_XO4S69,8,100.5,Clothing,Europe,,,,,,
CUST_HYPYS4,PROD_IFYPKK,2,191.72,Electronics,Europe,,,,,,
CUST_WPCPVE,PROD_Z469UJ,14,179.18,Electronics,Asia,,,,,,
CUST_OL8L2Y,PROD_SE1AQ0,17,116.82,Clothing,North America,,,,,,
CUST_PBGYHK,PROD_39PLC2,5,53.14,Sports,South America,,,,,,
CUST_8ZY6YY,PROD_9T2TC9,16,123.75,Home,Europe,,,,,,
CUST_BO8NNT,PROD_H8SUMI,3,124.96,Clothing,Europe,,,,,,
CUST_0TFTCG,PROD_W3H0XT,1,26.66,Clothing,Asia,,,,,,
CUST_QBKAZD,PROD_DPULVB,9,65.78,Sports,North America,,,,,,
CUST_RJB9EU,PROD_DFH2IZ,10,78.17,Electronics,Asia,,,,,,
CUST_9XPD7P,PROD_GIP9HV,8,47.23,Clothing,Asia,,,,,,
CUST_VHTH4H,PROD_DJ0KMJ,8,21.25,Electronics,Europe,,,,,,
CUST_34QW4J,PROD_52TTDY,19,48.53,Electronics,North America,,,,,,
CUST_9P6KPG,PROD_ICDS8W,2,100.64,Clothing,South America,,,,,,
CUST_9OXC6M,PROD_U6QR7A,15,190,Electronics,South America,,,,,,
CUST_RREUG6,PROD_J9IALC,15,190.66,Home,North America,,,,,,
CUST_VXUM8K,PROD_Q37JWF,19,63.22,Electronics,North America,,,,,,
CUST_J7WAS9,PROD_CD1REO,9,87.61,Clothing,North America,,,,,,
CUST_8BTAA4,PROD_0RWUOD,10,113.45,Home,Asia,,,,,,
CUST_26UH5A,PROD_7KI6R8,6,143.55,Sports,North America,,,,,,
CUST_LYY2WS,PROD_I28H9I,10,53.24,Sports,South America,,,,,,
CUST_K23LEE,PROD_J7TJL6,8,152.97,Electronics,North America,,,,,,
CUST_VW8XV0,PROD_YUHUDB,18,56.61,Home,South America,,,,,,
CUST_ZRDVG5,PROD_OKJHAP,13,80.98,Electronics,North America,,,,,,
CUST_1Y0X3K,PROD_VSIFZ3,2,51.94,Electronics,North America,,,,,,
CUST_4HK7EC,PROD_MOFBUT,6,144.81,Clothing,Europe,,,,,,
CUST_LZX1UJ,PROD_1FE1RC,8,184.17,Electronics,North America,,,,,,
CUST_HH00EW,PROD_QSC6A9,19,73.63,Electronics,Europe,,,,,,
CUST_0CZH5N,PROD_M6Z8CD,1,68.54,Home,Europe,,,,,,
CUST_UELFQ1,PROD_FC5XZ0,1,180.8,Home,South America,,,,,,
CUST_I1GQLW,PROD_3J30FH,9,154.37,Clothing,South America,,,,,,
CUST_1E21FP,PROD_FDJ0US,14,162.18,Clothing,Europe,,,,,,
CUST_3Y93KQ,PROD_8WSG4T,19,66.83,Sports,South America,,,,,,
CUST_6ME277,PROD_7TXZ2T,15,173.95,Electronics,North America,,,,,,
CUST_2Y9387,PROD_OM3LDH,19,173.73,Electronics,South America,,,,,,
CUST_6G9R16,PROD_M8FYQY,19,122.01,Sports,Asia,,,,,,
CUST_NZBJKA,PROD_SURI0G,5,129.17,Electronics,Europe,,,,,,
CUST_NFEWMD,PROD_GMEE18,17,59.68,Sports,Asia,,,,,,
CUST_4PEAGX,PROD_LQ0TXY,2,67.59,Electronics,North America,,,,,,
CUST_3PP8P3,PROD_JCX9TT,19,66.33,Home,Asia,,,,,,
CUST_Q5FSZG,PROD_84RNUU,7,32.46,Sports,South America,,,,,,
CUST_OQXQWT,PROD_BTDQP7,17,181.41,Home,South America,,,,,,
CUST_EF17MD,PROD_ZNT9T7,7,47.81,Electronics,North America,,,,,,
CUST_PAZKPS,PROD_2CBK7J,3,40.27,Sports,Europe,,,,,,
CUST_WBQOMQ,PROD_NBCX12,6,127.9,Home,South America,,,,,,
CUST_XXYT1D,PROD_QMRO5L,3,172.2,Home,South America,,,,,,
CUST_WF259O,PROD_IRAJ6H,13,73.63,Clothing,North America,,,,,,
CUST_L1061H,PROD_2X9KFM,3,107.71,Home,South America,,,,,,
CUST_JSIBZX,PROD_O7BEOV,17,156.77,Electronics,North America,,,,,,
CUST_94SJJ1,PROD_KB2SO4,2,149.33,Clothing,Asia,,,,,,
CUST_S8UC0L,PROD_MO3XYP,3,135.79,Clothing,Europe,,,,,,
CUST_JPG7FZ,PROD_P8YMDY,5,159.4,Home,North America,,,,,,
CUST_961REG,PROD_R17KOH,10,79.27,Electronics,North America,,,,,,
CUST_IA0NJY,PROD_VNJ1Q0,12,159.17,Sports,Asia,,,,,,
CUST_UAQ2NX,PROD_BWUGW6,15,108.4,Clothing,South America,,,,,,
CUST_A0K46V,PROD_Q5CF8G,15,137.06,Electronics,North America,,,,,,
CUST_H8H8SX,PROD_VWFM1S,5,148.01,Electronics,South America,,,,,,
CUST_ZXXWUF,PROD_MJSS24,15,152.55,Home,South America,,,,,,
CUST_DSKXH6,PROD_MT2ARN,17,157.4,Sports,North America,,,,,,
CUST_BKQDHP,PROD_JC498L,14,197.98,Electronics,North America,,,,,,
CUST_OZ6O97,PROD_4D9MOY,15,189.93,Home,North America,,,,,,
CUST_EXSNVH,PROD_AQDOBS,17,114.91,Clothing,North America,,,,,,
CUST_4R85KR,PROD_TTKCRM,6,67.76,Electronics,Asia,,,,,,
CUST_A53OO7,PROD_KJONL7,11,183.08,Clothing,North America,,,,,,
CUST_YHKW5G,PROD_LUJ4JA,1,179.35,Electronics,North America,,,,,,
CUST_7ZCRGK,PROD_2CVILL,2,177.1,Home,Asia,,,,,,
CUST_NMSO83,PROD_1U9T4E,8,166.23,Sports,South America,,,,,,
CUST_T1EI4S,PROD_70F3L8,16,45.61,Electronics,Asia,,,,,,
CUST_SPSE8I,PROD_DJDFVO,2,135.81,Home,Asia,,,,,,
CUST_VZB4CV,PROD_QBQV10,5,127.13,Electronics,North America,,,,,,
CUST_8EW5TP,PROD_L6EVBL,8,52.44,Electronics,Asia,,,,,,
CUST_0RDCDE,PROD_S4D71L,19,70.11,Sports,South America,,,,,,
CUST_ZU1LT1,PROD_6NTNGL,13,158.85,Sports,Asia,,,,,,
CUST_U96VBM,PROD_LWP8D2,17,173.14,Electronics,Asia,,,,,,
CUST_24FHE1,PROD_VIK320,10,126.44,Home,South America,,,,,,
CUST_TPSIOI,PROD_SL213S,12,141.29,Electronics,Asia,,,,,,
CUST_O3O9BS,PROD_7Z4QS0,19,20.82,Home,Europe,,,,,,
CUST_1VQ1HF,PROD_JCUWKR,14,178.52,Home,Asia,,,,,,
CUST_W6C054,PROD_TUKHRJ,6,105.7,Electronics,South America,,,,,,
CUST_PIEI6X,PROD_KWH0M6,18,145.9,Electronics,North America,,,,,,
CUST_KXONSZ,PROD_QU8031,17,56.7,Home,South America,,,,,,
CUST_7ZITBL,PROD_JPV0JL,15,53.59,Sports,North America,,,,,,
CUST_EWV7EI,PROD_13ZRPB,1,78.14,Electronics,Asia,,,,,,
CUST_S15BMT,PROD_F6S1HI,9,119.92,Electronics,Europe,,,,,,
CUST_HIUWVD,PROD_ULXF48,16,164.6,Sports,Asia,,,,,,
CUST_O2XZ9E,PROD_B4L1XR,1,57.04,Sports,Asia,,,,,,
CUST_M96QU7,PROD_Q3TJEJ,19,55.71,Home,Asia,,,,,,
CUST_ZC320F,PROD_GC3LYG,2,119.15,Clothing,North America,,,,,,
CUST_7L4P65,PROD_LL109R,15,112.35,Home,Europe,,,,,,
CUST_MAMCI0,PROD_EHA2PH,10,45.6,Sports,South America,,,,,,
CUST_835ARB,PROD_AZDOP5,14,165.27,Electronics,North America,,,,,,
CUST_3XB14F,PROD_HM4ROL,17,140.13,Sports,Europe,,,,,,
CUST_BPW1N3,PROD_DD4JXX,17,116.03,Clothing,Asia,,,,,,
CUST_4JZ8CM,PROD_ZFT68A,5,26.37,Sports,Asia,,,,,,
CUST_29LEQW,PROD_HSBSRW,8,70.91,Electronics,Asia,,,,,,
CUST_8NTDVF,PROD_FMJ7DI,17,74.59,Clothing,South America,,,,,,
CUST_UM16GR,PROD_GUD48D,11,48.79,Home,Europe,,,,,,
CUST_S03KB1,PROD_T5H9CE,2,185.52,Home,Europe,,,,,,
CUST_OQ6CBD,PROD_1WIYF3,18,147.21,Home,Asia,,,,,,
CUST_VHM5FN,PROD_KBE7X3,3,95.14,Home,Europe,,,,,,
CUST_ILSDIK,PROD_PY8X6X,4,40.11,Home,Europe,,,,,,
CUST_27B215,PROD_VOOF2Z,5,174.5,Home,Europe,,,,,,
CUST_J7527W,PROD_QG28XB,19,103.17,Home,Europe,,,,,,
CUST_K9PCQ1,PROD_QC0BXP,7,61.63,Sports,Asia,,,,,,
CUST_8UU050,PROD_JRBK5K,17,48.18,Home,Asia,,,,,,
CUST_LW7ZRB,PROD_0XD9P7,18,136.38,Clothing,North America,,,,,,
CUST_FKKX9G,PROD_7C371G,5,194,Home,Europe,,,,,,
CUST_Z2127K,PROD_1940Y5,8,94.97,Electronics,South America,,,,,,
CUST_Y0U902,PROD_UV4PSJ,5,85.75,Sports,Europe,,,,,,
CUST_ON2PFJ,PROD_UUL3PI,17,44.52,Clothing,Europe,,,,,,
CUST_CTB6V3,PROD_YISLUB,1,21,Sports,Europe,,,,,,
CUST_MI3DT9,PROD_EIINJI,8,112.11,Sports,Asia,,,,,,
CUST_MJ67MN,PROD_OCUZEC,10,112.39,Sports,Asia,,,,,,
CUST_2MA22Q,PROD_VQYP6G,16,138.17,Sports,Europe,,,,,,
CUST_Y91KRL,PROD_IDBAM0,10,157.95,Sports,South America,,,,,,
CUST_8U3D0L,PROD_6M0YGU,2,110.18,Electronics,Europe,,,,,,
CUST_WSL12P,PROD_KXJDKD,17,33.54,Electronics,South America,,,,,,
CUST_1T3INE,PROD_WDH31U,4,184.67,Clothing,Asia,,,,,,
CUST_B8Y4SL,PROD_ZRI742,15,132.03,Home,Europe,,,,,,
CUST_U218IF,PROD_1CKKTG,1,110.46,Sports,Europe,,,,,,
CUST_MUDP40,PROD_LV2AVA,19,149.64,Home,South America,,,,,,
CUST_Z3XPG7,PROD_DDKQOP,1,172.39,Sports,North America,,,,,,
CUST_F5M0QE,PROD_38FSLG,4,89.87,Clothing,North America,,,,,,
CUST_691C0Z,PROD_VPQFSM,9,101.61,Clothing,South America,,,,,,
CUST_SV6BDH,PROD_I1JYUW,7,153.9,Clothing,South America,,,,,,
CUST_JHUWSX,PROD_SXL9VI,3,183.16,Sports,Europe,,,,,,
CUST_B1KWZD,PROD_L6UUVH,15,140.94,Clothing,South America,,,,,,
CUST_7EACWI,PROD_LECROH,3,131.04,Sports,South America,,,,,,
CUST_19260H,PROD_DUJVCY,1,137.02,Electronics,North America,,,,,,
CUST_WITISJ,PROD_E0G9T1,17,110.11,Sports,North America,,,,,,
CUST_RHR2VE,PROD_6XM81Q,19,70.32,Clothing,North America,,,,,,
CUST_J06QWM,PROD_SOG9OZ,6,99.68,Electronics,Asia,,,,,,
CUST_BPKQPT,PROD_9CO3W5,4,143.08,Electronics,Asia,,,,,,
CUST_WCLQLF,PROD_NX9JVN,13,46.23,Sports,Asia,,,,,,
CUST_J3FDZD,PROD_JS6UV2,19,131.3,Sports,South America,,,,,,
CUST_N1EN6Y,PROD_KMACKA,3,120.16,Home,Europe,,,,,,
CUST_1AXB4B,PROD_L2QG4B,10,91.23,Clothing,South America,,,,,,
CUST_ANVRXK,PROD_ZJ8PYS,9,158.57,Home,Europe,,,,,,
CUST_ORDR41,PROD_GA0AHC,15,89.83,Clothing,South America,,,,,,
CUST_7ESPBH,PROD_FLXKN8,18,196.08,Home,South America,,,,,,
CUST_4N5WK3,PROD_FF8M81,18,50.17,Sports,South America,,,,,,
CUST_IAY8KM,PROD_2WZ2H0,10,53.69,Clothing,North America,,,,,,
CUST_WDKVFT,PROD_FI3CS9,12,168.16,Clothing,Europe,,,,,,
CUST_SNHCSR,PROD_J35AVA,8,64.71,Home,Asia,,,,,,
CUST_3XYCW3,PROD_K1FIRJ,14,143.25,Electronics,North America,,,,,,
CUST_XPQL4W,PROD_9RT1OU,15,98.14,Home,Europe,,,,,,
CUST_LHY1H8,PROD_SIOWJ4,12,92.4,Clothing,Europe,,,,,,
CUST_AGC6HM,PROD_DEL4N7,7,74.4,Clothing,North America,,,,,,
CUST_FT8H0Z,PROD_UOSIQP,8,73.82,Electronics,South America,,,,,,
CUST_5BDI9L,PROD_IRG2RB,15,157.81,Home,Asia,,,,,,
CUST_NIE9CV,PROD_0I2D4D,3,42.15,Sports,Europe,,,,,,
CUST_7ACP2W,PROD_715949,8,44.16,Home,North America,,,,,,
CUST_18DBCQ,PROD_MSF7H2,7,25.26,Sports,Europe,,,,,,
CUST_I1XVIR,PROD_NODE3A,19,168.63,Sports,Asia,,,,,,
CUST_KSZBFU,PROD_GGPYXR,8,171.04,Electronics,Asia,,,,,,
CUST_P6CTN6,PROD_2082W6,13,24.19,Clothing,South America,,,,,,
CUST_FG9BML,PROD_HOKEKA,12,28.16,Clothing,Europe,,,,,,
CUST_SW0DID,PROD_6E4731,13,96.1,Clothing,North America,,,,,,
CUST_MMXPRX,PROD_WY8FLT,1,24.43,Sports,Europe,,,,,,
CUST_XYPN3Y,PROD_OJI26G,11,177.41,Sports,Europe,,,,,,
CUST_JMA52U,PROD_KYNNEL,1,184.35,Home,North America,,,,,,
CUST_8S9US6,PROD_OQITDK,11,113.02,Clothing,South America,,,,,,
CUST_EO6B23,PROD_G3D8JM,9,135.84,Home,Asia,,,,,,
CUST_JX0MC3,PROD_EFJM22,19,125.77,Clothing,North America,,,,,,
CUST_FXYOHK,PROD_U4KW92,7,95.3,Electronics,North America,,,,,,
CUST_SMAI48,PROD_W1GTKE,14,169.63,Electronics,Asia,,,,,,
CUST_FMR6QZ,PROD_H19QQ9,2,145.82,Sports,South America,,,,,,
CUST_O63UGJ,PROD_JCODDL,6,74.63,Sports,South America,,,,,,
CUST_QPI9K8,PROD_FS5N5T,7,142.08,Home,South America,,,,,,
CUST_V550OF,PROD_BOZEUR,4,32.88,Clothing,Europe,,,,,,
CUST_GD1B6J,PROD_ZRKBXO,19,123.4,Sports,South America,,,,,,
CUST_9RNS2P,PROD_8P7G22,4,178.31,Clothing,North America,,,,,,
CUST_F584U9,PROD_UFOFCK,11,163.39,Sports,Europe,,,,,,
CUST_AA39D9,PROD_7AAR1E,13,172.89,Sports,Europe,,,,,,
CUST_JWLCA2,PROD_BQYZYR,7,102.48,Electronics,Europe,,,,,,
CUST_4TF5P2,PROD_BXPQPG,19,107.75,Home,Europe,,,,,,
CUST_QOA7AE,PROD_NBJCLB,18,20.5,Clothing,South America,,,,,,
CUST_C53FFA,PROD_I3R8ZM,4,194.96,Sports,North America,,,,,,
CUST_9BFHVP,PROD_59E5AO,14,102.26,Clothing,Asia,,,,,,
CUST_J196YB,PROD_9U0BOS,3,71.92,Clothing,Asia,,,,,,
CUST_RBWSRU,PROD_PGUO0J,2,124.34,Home,Europe,,,,,,
CUST_FQI5W1,PROD_QT6MUC,13,187.54,Home,Europe,,,,,,
CUST_YR2TNU,PROD_UKVBWH,5,38.68,Electronics,Asia,,,,,,
CUST_LONT89,PROD_CM4B07,14,184.27,Sports,Asia,,,,,,
CUST_VEUNBA,PROD_JVZ3S7,10,175.95,Home,North America,,,,,,
CUST_1YBNUA,PROD_XGFN9V,2,144.98,Clothing,Europe,,,,,,
CUST_7DM9MD,PROD_SXP4OX,11,142.42,Electronics,Asia,,,,,,
CUST_BSCBUW,PROD_8V46JU,5,180.71,Clothing,Asia,,,,,,
CUST_V58BDN,PROD_NXLHIA,3,25.19,Clothing,North America,,,,,,
CUST_OZHFFR,PROD_RB6QI2,6,104.96,Sports,North America,,,,,,
CUST_1LLB8R,PROD_CPOQC4,8,177.32,Sports,Europe,,,,,,
CUST_MPP72X,PROD_6A4E38,14,186.39,Sports,North America,,,,,,
CUST_PYEA9B,PROD_I17HJQ,15,85.33,Home,Asia,,,,,,
CUST_XQS15N,PROD_A9YVRB,19,171.86,Sports,Asia,,,,,,
CUST_EVN6W5,PROD_SQNBSM,4,170.92,Clothing,North America,,,,,,
CUST_0C18PG,PROD_HRK3UF,12,153.35,Clothing,Europe,,,,,,
CUST_5G504K,PROD_G9EXJW,14,159.33,Electronics,Europe,,,,,,
CUST_O7M0U6,PROD_ZSYFPE,17,60.94,Sports,Asia,,,,,,
CUST_ER1TR6,PROD_1TYIBV,15,21.64,Clothing,Europe,,,,,,
CUST_MTW0ZY,PROD_BF8ZFA,9,21.04,Home,North America,,,,,,
CUST_OQDOHP,PROD_62YUUF,17,76.64,Sports,Asia,,,,,,
CUST_SIP61V,PROD_L4RKJ3,3,165.13,Clothing,North America,,,,,,
CUST_JDZCYR,PROD_4IC1XJ,18,156.35,Clothing,Europe,,,,,,
CUST_NVJJ7X,PROD_599YPO,15,188.61,Sports,North America,,,,,,
CUST_JM28RI,PROD_D9T9PC,18,156.58,Home,Asia,,,,,,
CUST_H4QSSS,PROD_4DSCB3,1,145.85,Clothing,Europe,,,,,,
CUST_DUUUVJ,PROD_92PQSC,12,78.52,Electronics,Asia,,,,,,
CUST_K7MLJO,PROD_FXSVPH,10,21.06,Clothing,Europe,,,,,,
CUST_8HV3GU,PROD_ASKZO0,17,83.8,Electronics,Europe,,,,,,
CUST_9G5CTN,PROD_KPJX3I,15,116.1,Home,North America,,,,,,
CUST_X536V9,PROD_TSKTW9,14,174.74,Sports,South America,,,,,,
CUST_L0R1WZ,PROD_ZHOQZ3,11,102.66,Clothing,South America,,,,,,
CUST_44UGK5,PROD_R1F3MN,4,70.03,Sports,Europe,,,,,,
CUST_ES9RKE,PROD_KJ7HFM,10,121.21,Clothing,South America,,,,,,
CUST_JEGS1Q,PROD_TVZ768,11,114.68,Sports,North America,,,,,,
CUST_4BCNBJ,PROD_911H0X,9,101.55,Home,Asia,,,,,,
CUST_JOOPXB,PROD_IHJAA8,13,185.76,Clothing,Asia,,,,,,
CUST_TQH2MG,PROD_YN00AK,9,170.67,Electronics,Europe,,,,,,
CUST_LRSI2K,PROD_16VBKR,2,111.7,Home,North America,,,,,,
CUST_VX5PSF,PROD_KFNOT6,6,150.42,Sports,Asia,,,,,,
CUST_NOFR78,PROD_1XSM31,10,184.1,Sports,North America,,,,,,
CUST_2FAAG3,PROD_F7KX58,14,167.69,Electronics,Asia,,,,,,
CUST_V7YLQW,PROD_4VJQRI,15,94.97,Electronics,South America,,,,,,
CUST_CTWXTK,PROD_1MR9LK,6,135.9,Clothing,Asia,,,,,,
CUST_4HBET7,PROD_KE5THX,4,83.17,Electronics,South America,,,,,,
CUST_4RZXHM,PROD_XXM16W,18,99.45,Clothing,South America,,,,,,
CUST_FYD7DL,PROD_QNUFJ4,2,176.42,Electronics,South America,,,,,,
CUST_R921SM,PROD_74U2Z0,13,82.99,Clothing,South America,,,,,,
CUST_KOQQRI,PROD_AMGSPV,11,115.79,Home,Europe,,,,,,
CUST_83BI5L,PROD_Y0MI8V,18,176.42,Electronics,Asia,,,,,,
CUST_JXXP1J,PROD_JIDGIC,13,76.27,Sports,North America,,,,,,
CUST_X1UHSV,PROD_EYR5B2,17,142.44,Clothing,North America,,,,,,
CUST_8RPH58,PROD_JE4YZR,12,141.18,Sports,Europe,,,,,,
CUST_97RSZ2,PROD_4GMBFB,14,94.43,Clothing,Asia,,,,,,
CUST_2XUT3N,PROD_A72IMR,12,96.34,Sports,Europe,,,,,,
CUST_FW9B49,PROD_Q4S2H2,18,167.15,Clothing,North America,,,,,,
CUST_GZTSWD,PROD_DY7238,17,116.81,Home,North America,,,,,,
CUST_KKCWRE,PROD_VFAU4O,19,47.69,Clothing,Europe,,,,,,
CUST_IMCVDC,PROD_3IO8NP,8,109.08,Electronics,North America,,,,,,
CUST_P5QX2P,PROD_WYYVOR,18,177.95,Clothing,Europe,,,,,,
CUST_1VFPOM,PROD_P6BA32,18,113.24,Electronics,South America,,,,,,
CUST_QNYLD7,PROD_0PPQZZ,7,151.7,Clothing,South America,,,,,,
CUST_6HRKXY,PROD_9BRBK1,1,172.88,Sports,North America,,,,,,
CUST_ZWKJWL,PROD_6C51JJ,8,94.88,Clothing,North America,,,,,,
CUST_AYFCKE,PROD_5FBZ94,19,153.2,Clothing,North America,,,,,,
CUST_YPLPDQ,PROD_UTOJ44,12,162.62,Sports,North America,,,,,,
CUST_IZD8FP,PROD_QRUYYY,7,83.22,Clothing,Europe,,,,,,
CUST_VCQSGR,PROD_TYSHGK,2,72.47,Sports,Asia,,,,,,
CUST_HLQ4E3,PROD_6C3SOF,9,52.08,Home,Asia,,,,,,
CUST_5G1ZN0,PROD_EAQGKE,12,113.29,Electronics,Asia,,,,,,
CUST_BOA9MI,PROD_8TTRYM,3,154.96,Electronics,South America,,,,,,
CUST_BJJ43N,PROD_67ZLG3,17,83.1,Home,Europe,,,,,,
CUST_O0Z16W,PROD_EQK999,14,86.94,Clothing,Europe,,,,,,
CUST_0R8BLV,PROD_Q7814X,11,182.71,Clothing,South America,,,,,,
CUST_PS39WI,PROD_Y4O1FY,8,148.55,Clothing,Europe,,,,,,
CUST_S34ZAO,PROD_JBHVZM,1,99.99,Electronics,South America,,,,,,
CUST_TKV3QD,PROD_BYGI70,6,29.16,Home,North America,,,,,,
CUST_VZYV0F,PROD_C42K0B,13,56.26,Sports,Europe,,,,,,
CUST_OBIAW6,PROD_SY9WD1,12,94.47,Clothing,South America,,,,,,
CUST_9SRCEX,PROD_UJOG1K,12,76.74,Sports,Europe,,,,,,
CUST_C8CIJT,PROD_K95NXW,10,47.05,Electronics,North America,,,,,,
CUST_09IFDZ,PROD_57X2BK,12,79.13,Clothing,Asia,,,,,,
CUST_LR2LJT,PROD_MRVVAF,1,57.75,Home,South America,,,,,,
CUST_8D7JES,PROD_MTQF36,7,182.06,Clothing,North America,,,,,,
CUST_8GTQI2,PROD_A4JJNL,12,52.89,Electronics,South America,,,,,,
CUST_XF461I,PROD_H7YIPJ,12,46.66,Clothing,Europe,,,,,,
CUST_7X2BXU,PROD_XDI023,5,68.56,Electronics,Asia,,,,,,
CUST_OC92Q1,PROD_RDMT78,4,193.48,Electronics,Europe,,,,,,
CUST_E86W98,PROD_47IC2C,11,151.58,Electronics,Asia,,,,,,
CUST_NI7CKB,PROD_PNNB5D,10,196.37,Home,Asia,,,,,,
CUST_LDUR89,PROD_26VMCP,9,131.44,Clothing,Asia,,,,,,
CUST_2UVSWC,PROD_RA7ZPG,15,24.05,Home,Europe,,,,,,
CUST_4DV8NA,PROD_0GQCTS,12,72.26,Clothing,Asia,,,,,,
CUST_PVCMFJ,PROD_YRYF9Y,9,178.38,Clothing,North America,,,,,,
CUST_AT0ZN8,PROD_0GWNP5,15,79.66,Clothing,Asia,,,,,,
CUST_IJ8A5N,PROD_9EA4AJ,5,97.06,Sports,Asia,,,,,,
CUST_T8CM8N,PROD_TW5O74,18,126.82,Electronics,North America,,,,,,
CUST_TI6P32,PROD_GVLYMU,10,150.68,Sports,North America,,,,,,
CUST_3U10WJ,PROD_WJ2ABO,19,64.6,Clothing,North America,,,,,,
CUST_YAQUE6,PROD_N2AZMU,17,43.11,Clothing,Europe,,,,,,
CUST_7RY7IX,PROD_413UFA,12,51.65,Electronics,Asia,,,,,,
CUST_Q823XP,PROD_QSZ2FM,14,172.18,Clothing,South America,,,,,,
CUST_IDR0HA,PROD_441K7V,18,156.85,Home,South America,,,,,,
CUST_3CMLGC,PROD_LEHL0P,11,90.72,Home,Asia,,,,,,
CUST_R18FXT,PROD_EMNWWM,2,181.51,Sports,Europe,,,,,,
CUST_5AE0U1,PROD_5ZP5H7,6,143,Electronics,South America,,,,,,
CUST_VCAII2,PROD_FMK8V8,2,112.21,Sports,North America,,,,,,
CUST_8RM5BM,PROD_XCBWX0,19,139.27,Electronics,Europe,,,,,,
CUST_7P8NSW,PROD_RCGLEQ,16,23.11,Sports,North America,,,,,,
CUST_0OCAX6,PROD_M9750T,1,129.83,Home,South America,,,,,,
CUST_GW7TWS,PROD_37J18F,9,179.24,Home,Asia,,,,,,
CUST_1BQ8YW,PROD_MBNQT0,2,74.41,Sports,Asia,,,,,,
CUST_L8QRCZ,PROD_O3KZO3,4,44.77,Home,South America,,,,,,
CUST_QCKL30,PROD_JXCBU9,19,117.7,Home,South America,,,,,,
CUST_8WWDDS,PROD_8A8M9L,4,93.02,Electronics,Asia,,,,,,
CUST_VGX50A,PROD_SATWOE,2,119.2,Electronics,Asia,,,,,,
